Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
Le Châtel Bourgeois,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.87632,3.52653,10 Rue Châtel Bourgeois,89380#Appoigny,,,Yonne Attractivité (COORDINATION DECIBELLES DATA),Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/870318196475355051?preview_for_ml=true&source_impression_id=p3_1697627123_0safD2P6PgjZbn3v,3 étoiles#Classement officiel des hébergements touristiques,"Logement familial dans une maison en plein cœur du village, Situé entre Auxerre, Joigny et Chablis à 5km de la sortie autoroute A6 150 km de Paris.",https://data.datatourisme.fr/6/1bbd411a-29fe-3fd8-abc4-b20d571e82c3,03 18 19 64 75
Le Grand Bourgeois,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.8763517,3.526536,10 Rue Châtel Bourgeois,89380#Appoigny,,,Yonne Attractivité (COORDINATION DECIBELLES DATA),Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1047094784925746644?adults=3&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-22&check_out=2024-07-27&source_impression_id=p3_1721552842_P3qaKa1d7OpVHKIT&previous_page_section_name=1000&federated_search_id=166cb976-5d02-4074-b29a-4193bc557ab5,3 étoiles#Classement officiel des hébergements touristiques,"Maison divisée, louée pour 13 personnes.",https://data.datatourisme.fr/6/9084095c-5d22-3546-a3a6-1e2c229f170c,04 70 94 78 49
Gîte Au cœur des rêves,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.99331,6.59078,D447,25570#Grand'Combe-Châteleu,,,OFFICE DE TOURISME DU PAYS HORLOGER,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/770748704692538787?adults=2&search_mode=regular_search&check_in=2025-03-01&check_out=2025-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1739796536_P3rpDYbbqLPUkizo&previous_page_section_name=1000&federated_search_id=e10bb5c0-37a5-49a5-833b-e8bc0863bb64,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France,"Notre gîte tout confort est situé en pleine nature, dans une ancienne maison comtoise! A l'intérieur, une ambiance cosy et montagnarde vous attend!",https://data.datatourisme.fr/6/f6ba5fb6-814d-341f-90f3-67b7abc6a47e,07 48 70 46 92
Gîte La Ferme du Meix Guillot,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.8779267,5.07889329,3 Lieu-dit Le Meix Guillot,71350#Verdun-sur-le-Doubs,,,VERDUN-SUR-LE-DOUBS │ OT Saône Doubs Bresse | Cat.III,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.booking.com/hotel/fr/gite-ferme-du-meix-guillot.fr.html?aid=356980&label=gog235jc-1FCAsoTUIaZ2l0ZS1mZXJtZS1kdS1tZWl4LWd1aWxsb3RIDVgDaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvvP_rQGwAIB0gIkOWU5NzVkMGQtMDU4Ny00Y2MxLWE5MjQtZWVjZjNiMjNhYzk52AIF4AIB&sid=d3195021d79f29188986d50e628de5dc&dest_id=-1420370;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;srepoch=1721739266;srpvid=48245abe9ef40075;type=total;ucfs=1&<>https://www.airbnb.fr/rooms/1115634014233440011?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Ciel%2C%20France&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1721723813_P3h6JB0gMo4icw7f&previous_page_section_name=1001&federated_search_id=a02ddfb3-8817-48b3-a447-2f6add984eb5,3 étoiles#Classement officiel des hébergements touristiques,Votre hôte Vincent vous accueille dans une grande maison de 230m2 située en bordure de pré.,https://data.datatourisme.fr/6/b1e0b276-4e34-3ca4-b005-6045b3001ece,01 42 33 44 00
St Colomban - T2,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.81629,6.38066,17 Rue Victor Genoux,70300#Luxeuil-les-Bains,,,OFFICE DE TOURISME DE LUXEUIL-LES-BAINS VOSGES DU SUD,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/884700685758560809?source_impression_id=p3_1708074643_p57RLmcFyRyulygP,4 étoiles#Classement officiel des hébergements touristiques,Nous vous accueillons avec plaisir dans notre belle région,https://data.datatourisme.fr/6/9b4bd3f8-914b-3217-841f-0965a7ede240,06 85 75 85 60
Saint Valbert - T1,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.81629,6.38066,17 Rue Victor Genoux,70300#Luxeuil-les-Bains,,,OFFICE DE TOURISME DE LUXEUIL-LES-BAINS VOSGES DU SUD,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1060721967392193829?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Luxeuil-les-Bains%2C%20France&pets=0&check_in=2024-02-16&check_out=2024-02-21&source_impression_id=p3_1708074473_2%2FvLFe9r08oySUy3&previous_page_section_name=1001&federated_search_id=d8f35bb8-38eb-4f50-ad98-ad4a25ee7b38,4 étoiles#Classement officiel des hébergements touristiques,Nous vous accueillons avec plaisir dans notre belle région,https://data.datatourisme.fr/6/f48a30b0-0fbc-3261-960a-5f05fe5b2c30,06 07 21 96 73
Cocon de Luxe Besançon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.24346,6.02272,118 rue Battant,25000#Besançon,,,OFFICE DE TOURISME ET DES CONGRES DU GRAND BESANCON,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1039879596116994632?adults=1&viralityEntryPoint=1&s=76&unique_share_id=F3FEEB1F-2E78-42B3-AF7B-A3E2D3E785D9&_branch_match_id=1333713471583539609&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT0zKS9LLTdUvy0nx9UgNdHN0TwIAl%2FwhGxsAAAA%3D&source_impression_id=p3_1719220297_P3Xsfiku6DzaMQ7I,3 étoiles#Classement officiel des hébergements touristiques,"Dans cette élégante maison du quartier Battant, vous serez à moins de 5 min de la gare et du centre ville à pied. Un vrai petit cocon en ville !",https://data.datatourisme.fr/6/8c9fdfb3-436b-3dc9-b8b4-d9c952ecfadc,03 98 79 59 61
La Villa Dakoté,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.83296,4.93095,19 Rue des Canetières,71530#Sassenay,,,CHALON-SUR-SAONE │ OT et des Congrès du Grand Chalon | Cat.I,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/823810386629236986?source_impression_id=p3_1709671829_V%2FxQKoDNcTuDFbLM<>https://www.booking.com/hotel/fr/la-villa-dakote.fr.html?aid=318615&label=New_French_FR_FR_21427174465-Pk3jEylX2FWP%2An3y4lDZiQS637818831021%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atidsa-162435868585%3Alp2250%3Ali%3Adec%3Adm%3Aag21427174465%3Acmp339479545&sid=9783ad394f759bc15e09dd368c1b3f5d&dest_id=-1469561;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;srepoch=1709671930;srpvid=f1b892a2d6120010;type=total;ucfs=1&#hotelTmpl,3 étoiles#Classement officiel des hébergements touristiques,"Dans un parc clos, cette villa de plain-pied vous attend avec ses 3 chambres, ses 2 SDB et sa terrasse, en nuitée, en week-end ou en séjour.",https://data.datatourisme.fr/6/fbf47ff0-6110-3134-b4f8-444b957fa4fb,03 86 62 92 36
Le refuge du Cèdre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.65762,6.84792,19 Rue de Valdoie,90000#Belfort,,,BELFORT TOURISME (COORDINATION DECIBELLES DATA),Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1355048760031835646<>https://www.facebook.com/lerefugeducedre,4 étoiles#Classement officiel des hébergements touristiques,"Pour une nuit, un weekend, des vacances... plus qu'un lieu, vous serez dans un cocon.",https://data.datatourisme.fr/6/63dd751d-c98b-3e9b-bd59-96e3ecf35dde,04 87 60 03 18
Rose & Blue Spa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.8173,5.06046,6 Place Louis Gaudillat,71620#Saint-Martin-en-Bresse,,,VERDUN-SUR-LE-DOUBS │ OT Saône Doubs Bresse | Cat.III,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://fr.airbnb.be/rooms/821116405213315201?source_impression_id=p3_1706515667_pd4OJ9f05h%2FLxs1F<>https://www.booking.com/hotel/fr/rose-amp-blue-spa-proche-chalon-s-saone-et-beaune.fr.html<>https://www.facebook.com/people/Rose-Blue-Spa/61553781103252/|#https://www.facebook.com/people/Rose-Blue-Spa/61553781103252/,3 étoiles#Classement officiel des hébergements touristiques,"Une suite privée, à la décoration raffinée, avec spa ! Une bulle de bonheur pour un séjour inoubliable!",https://data.datatourisme.fr/6/8e55f014-e7e1-382a-a4b6-3f731d977fa1,05 21 33 15 20
Gîte Les Hirondeaux,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.05502,4.5661,11 Grande Rue,21230#Champignolles,,,OT Pays Arnay-Liernais,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.airbnb.fr/rooms/1200612805465160022?adults=2&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-16&check_out=2024-09-21&source_impression_id=p3_1725553017_P3-xGFmVIl6Nl_S8&previous_page_section_name=1000&federated_search_id=3e886875-4eb7-4ef4-9fae-2d9999635c27,3 étoiles#Classement officiel des hébergements touristiques,"Au coeur de la Bourgogne, le gîte les Hirondeaux est une maison indépendante de plain-pied, totalement rénovée, avec un grand jardin clos de 500m².",https://data.datatourisme.fr/6/8d147ba2-e439-37e7-a1ab-8ccb34fc3d10,06 12 80 54 65
Le Cocon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.40792,4.42549,7 Rue du Bas,21390#Braux,,,OT des Terres d'Auxois,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.airbnb.fr/rooms/1084025142114581712?source_impression_id=p3_1731753611_P3T79jzM3OO2v4h_,4 étoiles#Classement officiel des hébergements touristiques,Profitez d’une suite pour deux avec balnéothérapie et sauna privé.,https://data.datatourisme.fr/6/4d63805e-e7f0-3f48-8d2f-38e576414796,08 40 25 14 21
La Symphorienne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.3371209,3.06433271,82 Rue Saint-Symphorien,58150#Suilly-la-Tour,,,OT Bourgogne Coeur de Loire,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.airbnb.fr/rooms/1403662391740617367?search_mode=regular_search&adults=1&check_in=2025-06-01&check_out=2025-06-06&children=0&infants=0&pets=0&source_impression_id=p3_1748009901_P3dgzYOIC3879KhS&previous_page_section_name=1000&federated_search_id=949af3b5-becc-4999-9455-bfae6263a394,3 étoiles#Classement officiel des hébergements touristiques,"Dans une maison fraîchement rénovée et à la décoration raffinée, venez profiter du calme de la nature environnante, depuis la terrasse.",https://data.datatourisme.fr/6/ebfa782d-d599-313b-9e07-3147fecbd948,03 66 23 91 74
Gite de la Quinquenouille,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.4241,5.5442,6 Route de Dramelay,39240#Valzin en Petite Montagne,,,JURA TOURISME (COORDINATION DECIBELLES DATA),Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-28,#https://www.facebook.com/profile.php?id=100095380022993,4 étoiles#Classement officiel des hébergements touristiques,"gite  idéal pour des weekend  ou vacances en famille ou entre amis. Calme, tranquillité, convivialité, nature, cascade, ballade , jeux ...Tout est là!",https://data.datatourisme.fr/6/67731b6c-60a2-3731-992e-2440602830e3,09 53 80 02 29
Gite chez Mylene et Bertrand,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.50125,4.55647,20 rue du gros chigy,71220#Saint-André-le-Désert,,,CLUNY │ OT de Cluny Sud Bourgogne | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.facebook.com/profile.php?id=100091742112300<>https://www.chez-mylene-et-bertrand.fr/<>https://www.chez-mylene-et-bertrand.fr/bnb/bnb-1-1,3 étoiles#Classement officiel des hébergements touristiques,"Calme, charme, cocooning sont les maîtres mots de l'ambiance qui règne dans cette petite maison*** située à 12 min de Cluny !",https://data.datatourisme.fr/6/49aaefa7-d975-3b24-b677-5010289c0d4f,09 17 42 11 23
Appartement au cœur de ville,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.80628,4.43802,48 rue des Martyrs de la Libération,71200#Le Creusot,,,LE CREUSOT │ Creusot-Montceau Tourisme | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-15,#https://www.airbnb.fr/rooms/1013096920834627794,3 étoiles#Classement officiel des hébergements touristiques,Logement 6 personnes entièrement équipé avec 2 chambres et un canapé convertible. Linge compris.,https://data.datatourisme.fr/6/4d9b048e-a3d2-3deb-a1ca-730feab775a9,01 30 96 92 08
Maya-Huel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.62398,5.79919,20 Grande Rue,70120#Theuley,,,OFFICE DE TOURISME DES 4 RIVIERES,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#|#https://www.facebook.com/profile.php?id=61550518601984<>https://www.maya-huel.fr/,5 étoiles#Classement officiel des hébergements touristiques,"Plaisir et détente sont les maîtres-mots de ce petit coin de paradis des amoureux. Lodge cosy, neuf et équipé et bain nordique vous y attendent !",https://data.datatourisme.fr/6/196fd5c9-e0c5-3167-9c71-5c7f023525c0,05 18 60 19 84
"Gîte ""La Belle Vue"" - 3 étoiles",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.5626569,6.076101,80 Chemin du Risoux,39400#Bellefontaine,,,OFFICE DE TOURISME HAUT JURA GORGES DE LA BIENNE,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1480505931251639016?source_impression_id=p3_1768308706_P39zPbQhkOrwJr_x,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue dans notre gîte ""La Belle Vue"". Il est situé au RDC de notre habitation, avec un accès direct sur une terrasse et un jardin non clos.",https://data.datatourisme.fr/6/d01e92f6-c8d0-38ae-918c-548f1ea0865a,05 05 93 12 51
Le Chai des Ecluses,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.84532,4.63353,15 Rue du Port,71510#Saint-Léger-sur-Dheune,,,CHALON-SUR-SAONE │ OT et des Congrès du Grand Chalon | Cat.I,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-11-20,#https://www.airbnb.fr/rooms/1379153052717553922?source_impression_id=p3_1763651030_P3sWmWYmS2z0ZeC3,4 étoiles#Classement officiel des hébergements touristiques,"Ancien chai de charme avec 4 chambres (jusqu’à 10 pers.), au bord du canal, face au port. Un cadre paisible pour explorer la Bourgogne autrement.",https://data.datatourisme.fr/6/370ea749-534a-3b2c-9a91-e1b3e3ddf3f5,05 27 17 55 39
L'annexe de Steph,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.44667,6.2061292,12 rue de l'école,70230#Loulans-Verchamp,,,OFFICE DE TOURISME DU PAYS DES 7 RIVIERES,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-12-19,#https://www.airbnb.fr/rooms/1420960807606097463?source_impression_id=p3_1756907671_P3z9grwtbQh2Eez6,4 étoiles#Classement officiel des hébergements touristiques|3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France,"Situé au coeur du village de Loulans, gîte l'annexe de Steph, dans un ancien corps de ferme, notre appartement sur 3 niveaux avec jardin et garage.",https://data.datatourisme.fr/6/4c6fc4b4-deae-377b-b7d3-5cf5a4590584,09 60 80 76 06
La Chaumière,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.064873,5.49499149,346 avenue du Maréchal Juin,39100#Dole,,,OFFICE DE TOURISME DE DOLE - HELLO DOLE,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-07,#http://www.lachaumiere-dole.fr/<>https://www.facebook.com/La-Chaumi%C3%A8re-H%C3%B4tel-Restaurant-111150725709044/?fref=pb&hc_location=profile_browser,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/de391281-7d5f-3133-9cbf-3f5347075b77,07 25 70 90 44
Ibis Nuits-Saint-Georges - Hôtel-Restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.1315991,4.947718,"1, avenue de Chamboland",21700#Nuits-Saint-Georges,,,La Côte-d'Or J'adore,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-06,#https://all.accor.com/ssr/app/accor/rates/5478/index.fr.shtml?dateIn=2022-08-18&nights=1&compositions=2&stayplus=false&snu=false&gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3JUVOWhaG3BuwE69hTo6BmDgdLDYMVPVy6jVAy_ru8zYG3WI0iHBQaAsgREALw_wcB&utm_campaign=5478-FR-cpc-desktop-default-0--localuniversal-15640838545-0-0-1&utm_medium=partenariats&hmGUID=9f1ba0d6-d811-4677-1d3e-29d5b7a5b421&utm_source=Google%20Hotel%20Ads|#https://www.facebook.com/profile.php?id=100063483823057&locale=fr_FR<>https://www.instagram.com/ibis_nuits_saint_georges/<>https://all.accor.com/ssr/app/accor/rates/5478/index.fr.shtml?dateIn=2022-08-18&nights=1&compositions=2&stayplus=false&snu=false&gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3JUVOWhaG3BuwE69hTo6BmDgdLDYMVPVy6jVAy_ru8zYG3WI0iHBQaAsgREALw_wcB&utm_campaign=5478-FR-cpc-desktop-default-0--localuniversal-15640838545-0-0-1&utm_medium=partenariats&hmGUID=9f1ba0d6-d811-4677-1d3e-29d5b7a5b421&utm_source=Google%20Hotel%20Ads,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/d1a9619d-7086-3499-87b8-c9e9a60715e9,06 34 83 82 30
