Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
Hôtel Golf Château de Chailly,http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel|https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment,47.272793,4.488379,Allée du Château,21320#Chailly-sur-Armançon,,,La Côte-d'Or J'adore,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-23,#http://www.chailly.com/<>https://be.synxis.com/?_ga=2.226670813.1197648463.1658151445-394150954.1658151445&adult=1&arrive=2022-07-18&chain=10237&child=0&currency=EUR&depart=2022-07-19&hotel=39071&level=hotel&locale=de-DE&rooms=1<>https://be.synxis.com/?_ga=2.226670813.1197648463.1658151445-394150954.1658151445&adult=1&arrive=2022-07-18&chain=10237&child=0&currency=EUR&depart=2022-07-19&hotel=39071&level=hotel&locale=en-US&rooms=1<>https://be.synxis.com/?_ga=2.226670813.1197648463.1658151445-394150954.1658151445&adult=1&arrive=2022-07-18&chain=10237&child=0&currency=EUR&depart=2022-07-19&hotel=39071&level=hotel&locale=fr-FR&rooms=1,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/5f49dbef-9edb-35bd-a6fd-896d1c77fe3c,08 13 11 97 64
Appartement - L403PON00,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.3909062,5.96007469,10 Chemin des Foueneurs Les Selmenbergs,39310#Lamoura,,,Offices de Tourisme de la Station des Rousses,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-10-24,#http://www.lesrousses-reservation.com/reserver-I-361000987-361000492.html,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/f088d134-cd34-36a6-9e43-598158d2f979,09 87 36 10 00
L'Atelier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.5568204,4.99448108,96 Rue du verger,71290#Cuisery,,,LOUHANS │ OT Pays de la Bresse Bourguignonne | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-13,#https://www.facebook.com/p/Les-Intemporels-100086504191122/<>https://www.gitelesintemporels.fr/<>https://www.instagram.com/gitelesintemporels/<>https://311823.weebnb.com/book/bnb,4 étoiles#Classement officiel des hébergements touristiques,"L’Atelier – Studio moderne et confortable au style industriel, climatisé, avec piscine chauffée au Gîte Les Intemporels, Cuisery, Bourgogne du Sud.",https://data.datatourisme.fr/6/f969d6fd-7b86-3ba4-bb0f-d25371de7e66,08 65 04 19 11
Panorama Secret,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.6131181,4.4987993,459 route du Vieux Bourg,71300#Mary,,,LE CREUSOT │ Creusot-Montceau Tourisme | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.airbnb.fr/rooms/718691802968338443,3 étoiles#Classement officiel des hébergements touristiques,Détendez-vous dans ce logement calme et élégant.,https://data.datatourisme.fr/6/8ac2af7e-8aa2-33f7-914c-724854e71514,02 96 83 38 44
Domaine de Fonsegré - Gîte La Cachette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.889827,3.196768,Domaine de Fonsegré,58470#Magny-Cours,,,OT Saint-Pierre Magny-Cours,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-17,#https://www.fonsegre.com/<>https://www.facebook.com/pages/Sarl-Fonsegre/201928936976880?ref=br_rs,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/e60e0be1-92ff-3678-af2a-99cdd7257575,01 92 89 36 97
Hôtel restaurant - les marronniers,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,46.8470693,5.4788776,14 place Carrouge,39230#Chaumergy,,,Office de Tourisme JurAbsolu,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-12-04,#http://hotel-marronniers-jura.jimdo.com/<>https://www.facebook.com/H%C3%B4tel-Restaurant-Les-Marronniers-%C3%A0-Chaumergy-Jura-308391692619228/?fref=ts,3 étoiles#Classement officiel des hébergements touristiques|Hôtel Essentiel#Logis,,https://data.datatourisme.fr/6/bcaead21-1b32-3495-a6b4-c2e2706020b5,08 39 16 92 61
Camping Manoir de Bezolle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.057602,3.816263,Lieu-dit Bezolle,58110#Saint-Péreuse,,,Nièvre Attractive,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-12,#https://www.facebook.com/Camping-Manoir-De-Bezolle-330305210728366/<>https://www.campingmanoirdebezolle.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/9189dfa9-bdcd-343f-93a3-79a8762e489d,03 05 21 07 28
Camping Manoir de Bezolle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.057602,3.81626299,Manoir de Bezolle 45 Route de Remondot,58110#Saint-Péreuse,,,Nièvre Attractive,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.facebook.com/Camping-Manoir-De-Bezolle-330305210728366/|#http://www.campingmanoirdebezolle.com/<>https://www.facebook.com/Camping-Manoir-De-Bezolle-330305210728366/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/b32d1bdc-bdf4-3fce-9970-774d842f5b9d,03 05 21 07 28
Gîte Style Loft - La ferme du Château,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.696193,3.186306,Ferme du Château,58240#Tresnay,,,OT Saint-Pierre Magny-Cours,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2024-12-31,#https://www.facebook.com/profile.php?id=100078971733466,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/a56b67fc-6808-315d-ab03-99125aad68f3,07 89 71 73 34
Hôtel du Morvan,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,46.7910003,3.96998,26 rue de la République,58170#Luzy,,,Nièvre Attractive,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-05,#https://www.hotelrestaurantdumorvan58.fr/<>https://www.facebook.com/pages/Hotel-du-Morvan/488120521239972?fref=ts,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/28fcee83-d171-3ba6-9348-c5fae0d92625,05 21 23 99 72
Maison paisible,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.64686,4.28789,20 rue du Frêne,71410#Sanvignes-les-Mines,,,LE CREUSOT │ Creusot-Montceau Tourisme | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-16,#https://www.airbnb.fr/rooms/1328364025871208736,3 étoiles#Classement officiel des hébergements touristiques,"Détendez vous dans ce logement paisible et élégant situé en Bourgogne du sud, proche des portes du Morvan, a 20 mn de la gare TGV le Creusot/ Montceau",https://data.datatourisme.fr/6/a4f0d109-7a49-3238-9ad5-669bbaad8457,02 58 71 20 87
La Villa de l'Instant Sauvage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.3049393,4.00064206,1 Champrebouleau,58230#Dun-les-Places,,,OT Morvan Sommets et Grands Lacs,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-05-22,#https://www.linstantsauvage.com/fr<>https://www.facebook.com/people/LInstant-Sauvage/100063633266896/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/3f0843a9-1247-376d-9979-d0e4fc21dc3b,06 36 33 26 68
Le Loft chalonnais,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.78102,4.85728,13 Impasse de la Gravière,71100#Chalon-sur-Saône,,,CHALON-SUR-SAONE │ OT et des Congrès du Grand Chalon | Cat.I,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2024-07-08,#https://www.airbnb.fr/rooms/649588908460377039?adults=1&children=0&infants=0&location=13%20Impasse%20de%20la%20Gravi%C3%A8re%2C%20Chalon-sur-Sa%C3%B4ne%2C%20France&check_in=2022-10-31&check_out=2022-11-05&federated_search_id=c615e354-3222-4e35-b669-18233de14301&source_impression_id=p3_1663247220_iJAARddX6m1p6kUG,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/96091cb7-5371-3cb7-8ea9-b96b676ee307,08 46 03 77 03
Petit Vouas,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.12501,3.92965,Lieu-dit Les Vouas,58120#Corancy,,,OT Morvan Sommets et Grands Lacs,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-12-11,#https://lesvouas.nl/<>https://www.facebook.com/Vakantiehuizen-Les-Vouas-106023551139725,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/1f2463e2-e168-335b-9b3d-f0a2f72e2756,06 02 35 51 13
La Petite Fugue de l'Instant Sauvage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.2357457,4.17225384,Fetigny,58230#Alligny-en-Morvan,,,OT Morvan Sommets et Grands Lacs,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-05-22,#https://www.linstantsauvage.com/fr<>https://www.facebook.com/people/LInstant-Sauvage/100063633266896/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/3fd96b69-e39c-3827-a454-788f650c229d,06 36 33 26 68
"Gîte de Baye 'La Digue""",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.1635844,3.61954042,4 route des étangs,58110#Bazolles,,,Nièvre Attractive,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-13,#https://www.facebook.com/G%C3%AEte-%C3%89tang-De-Baye-La-Digue-2027217844219130/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/c69ee99d-a520-3275-bfaf-52892491681f,02 72 17 84 42
Domaine de la Roche,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.9902781,3.813345,161 Route de Château-Chinon,58370#Larochemillay,,,OT Rives du Morvan,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.airbnb.fr/rooms/1141920842854217614?source_impression_id=p3_1714729047_6oHVmddny2hEf6%2Bw&_set_bev_on_new_domain=1699622521_YjQwYWZkY2I0MWE0|#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/314c5b7f-7933-3c3f-b300-633019c808e1,08 42 85 42 17
Gîte maison LES ROSES  proche Lac des Settons,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.1712664,4.1510557,Rue du 19 mars 1962,58230#Moux-en-Morvan,,,OT Morvan Sommets et Grands Lacs,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-09,#https://www.facebook.com/profile.php?id=100030060800074<>https://instagram.com/escapade_en_morvan?igshid=YmMyMTA2M2Y=|#https://www.facebook.com/profile.php?id=100030060800074,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/6/3491f68b-6499-30d8-a53d-29a4a65dd5c5,03 00 60 80 00
