Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Cari Factory,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.874745,55.452318,33 bis rue Jules Auber,97400#Saint-Denis,,,Soubik,ADT Réunion,2020-06-10,Cari Factory#,,,https://data.datatourisme.fr/54/4db0fda0-542c-3ffd-80fb-28de5262b2bc
Tadjourah (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.135265,55.491039,"10, chemin Cryptoméria",97413#Cilaos,,,Soubik,ADT Réunion,2019-10-10,Tadjourah (Le)#http://www.chambresdhotes-letadjourah.re/,,,https://data.datatourisme.fr/54/4dc6d53d-4411-31c3-bef1-5872090ced34
Shabu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876675,55.447985,18 rue Labourdonnais,97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Shabu#https://www.facebook.com/SH%C3%84BU-326093007952315,,,https://data.datatourisme.fr/54/4ddc510e-0087-34fb-be64-14cdc1a7a85a
Snack Le Relais des Makes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.215918,55.401307,45 rue Voltaire,97450#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Snack Le Relais des Makes#,,,https://data.datatourisme.fr/54/4e399f49-1b5d-3995-b5d3-6f8199a2af73
Moulin à Café (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.283866,55.471604,Rue Bon Pasteur,97432#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Moulin à Café (Le)#http://www.culture-st-pierre.fr/,,,https://data.datatourisme.fr/54/4e5b518c-80fe-3a5b-ba62-7c220b3d9126
Chez Isabelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.328511,55.492917,"37 A, allée des Hortensias",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Chez Isabelle#http://www.chezisa974.com/,,,https://data.datatourisme.fr/54/4eebe94f-2071-3867-8db8-77f48c4a56ec
Havane (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.956219,55.308382,Centre Commercial Jumbo Sacré Cœur,97420#Le Port,,,Soubik,ADT Réunion,2020-12-09,Havane (Le)#,,,https://data.datatourisme.fr/54/4f764ecd-75f9-3bf0-96db-9127426c27c4
Taxi Brousse,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-21.044275,55.263732,"66,chemin de l'Eperon - BP 54F",97435#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Taxi Brousse#http://www.taxibrousse-reunion.com/,,,https://data.datatourisme.fr/54/4fdce44f-6f40-3ec9-9554-99d07ff9093e
Délices du Nord M&M,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.903625,55.503581,33 bis route rivière des pluies,97490#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Délices du Nord M&M#,,,https://data.datatourisme.fr/54/4ff29511-7e6d-375e-b0e6-dea1cc7405bd
Meublé des Champacs,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.274242,55.490755,93 chemin des Champacs,97432#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Meublé des Champacs#,,,https://data.datatourisme.fr/54/4ff6f6af-9c26-34d6-83b3-dfbba4694783
Case d'Irène (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.258004,55.359432,"21 A, rue des Demoiselles",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2019-10-10,Case d'Irène (La)#,,,https://data.datatourisme.fr/54/50013c43-7bb1-3632-8ec5-648971995d11
Coco Bleu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.020359,55.268354,"46 bis, rue Cormorans",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Coco Bleu#,,,https://data.datatourisme.fr/54/501f4767-6db0-3bdb-aa81-c9591c4fb977
Meublés de l'Etang,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.16389241,55.30702631,"212, chemin Diale",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Meublés de l'Etang#,,,https://data.datatourisme.fr/54/508370de-785e-3762-9006-855f47e3a800
Chalets de M. Thomas,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.045927,55.333242,Route du Maïdo,97423#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Chalets de M. Thomas#,,,https://data.datatourisme.fr/54/142d501d-fdaa-33d9-8961-62abee0c6914
Maison de Palmas,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.093975,55.235687,"60, rue des Mouettes",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Maison de Palmas#http://www.villalasaline.com/,,,https://data.datatourisme.fr/54/5c437b58-fc13-34ea-971c-000ddb6958ab
Richard Artisanat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.3419,55.473414,"78, rue du Four à Chaux",97410#Saint-Pierre,,,Soubik,ADT Réunion,2020-02-03,Richard Artisanat#,,,https://data.datatourisme.fr/54/5c7528bc-b441-329d-8d5f-cca176f99f5c
Auberge la Fermette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.21663967,55.55241031,"40, rue Raphaël Douyère - 23 ème km",97418#Le Tampon,,,Soubik,ADT Réunion,2023-03-16,Auberge la Fermette#,,,https://data.datatourisme.fr/54/5dac0262-abaf-35f1-8d5f-092c7751b51a
Théâtre les Sables,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.267088,55.359184,Place Fourcade,97427#L'Étang-Salé,,,Soubik,ADT Réunion,2019-10-10,Théâtre les Sables#http://www.theatredessables.re/,,,https://data.datatourisme.fr/54/5e10bf8d-9bb6-3df8-a61f-3e14e7c81127
Aventure Péi Canyoning,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.225979,55.31942,"109, chemin Barret",97424#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Aventure Péi Canyoning#http://aventurepei.com/,,,https://data.datatourisme.fr/54/5fa1d336-10e7-368e-9d37-d6b97f31e668
Chez Momon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.01064946,55.26797538,"8, rue de la Compagnie des Indes",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Chez Momon#,,,https://data.datatourisme.fr/54/5fe60472-79ff-370b-84ca-60f33603b06b
Ad Loc et Print,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.893375,55.476906,7 rue des Caramboles,97490#Saint-Denis,,,Soubik,ADT Réunion,2021-01-11,Ad Loc et Print#http://adloc974.fr/,,,https://data.datatourisme.fr/54/60f3ba05-9562-39e1-963c-e4c3655196dc
Kaz (la) - Kiltir Association Zazakel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-20.991414,55.683287,"19, rue Franchin",97412#Bras-Panon,,,Soubik,ADT Réunion,2019-10-10,Kaz (la) - Kiltir Association Zazakel#,,,https://data.datatourisme.fr/54/615628ef-9ce6-3a5d-ac60-ebb80e9b2588
Petit Printemps (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.987787,55.298395,"16, rue Jules Thirel - Bât. D Savannah",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Petit Printemps (Le)#,,,https://data.datatourisme.fr/54/61b0d445-6946-3912-bcc2-78ef66ec1f9a
Résidence du Niagara,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.91717607,55.61268467,"1, chemin de la Renaissance",97441#Sainte-Suzanne,,,Soubik,ADT Réunion,2020-01-14,Résidence du Niagara#https://residence-du-niagara.pagesperso-orange.fr/,,,https://data.datatourisme.fr/54/62e6db5e-a9c7-3206-be9a-59034a5540ea
Kaz à Crêpes (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.094234,55.236725,"13, route de trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Kaz à Crêpes (La)#,,,https://data.datatourisme.fr/54/634743e7-a3ca-3aa4-8963-470cff6011c3
Budget - Agence du Port,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.956072,55.313955,"Chez le concessionnaire Peugeot - 2, rue des Anglais - Zac des Mascareignes",97420#Le Port,,,Soubik,ADT Réunion,2021-07-13,Budget - Agence du Port#http://www.budget-reunion.com/,,,https://data.datatourisme.fr/54/6c8ff6da-b11d-369c-9009-37f20cc6ecf3
Artisana Gran Momon (L')- Ferblantier d'Art,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.174563,55.289511,"72, chemin Dubuisson",97436#Saint-Leu,,,Soubik,ADT Réunion,2021-02-22,Artisana Gran Momon (L')- Ferblantier d'Art#,,,https://data.datatourisme.fr/54/6cc6bb56-4251-33b2-bc1d-ad6caef3a9bc
Saga du Rhum (La),https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.312109,55.465557,Chemin Frédeline,97410#Saint-Pierre,,,Soubik,ADT Réunion,2023-11-02,Saga du Rhum (La)#http://www.sagadurhum.fr/,,,https://data.datatourisme.fr/54/6d34ef0f-a6c7-37f8-b1ca-1259b9ae4623
Calbanon (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.133,55.475,"1, rue des Thermes",97413#Cilaos,,,Soubik,ADT Réunion,2023-06-02,Calbanon (Le)#http://www.lecalbanon.fr/,,,https://data.datatourisme.fr/54/6d3dfd41-3065-3b7b-80f3-5d65e70057d5
Mimosas (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.14227854,55.48946877,"29, chemin Saül - Bras Sec",97413#Cilaos,,,Soubik,ADT Réunion,2023-09-13,Mimosas (Les)#,,,https://data.datatourisme.fr/54/6d9a11c8-0636-32a5-a14c-89a4d3d76322
Chez Jacky,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.959874,55.322226,"54, rue Louise Michel - Rivière des Galets",97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Chez Jacky#,,,https://data.datatourisme.fr/54/6e134d96-a49a-3c01-9dac-8b569be7a924
Coreaux (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.097328,55.242605,"10, rue des Coreaux",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Coreaux (Les)#,,,https://data.datatourisme.fr/54/6ed71d11-d325-3219-a9db-944cfcc4dfb1
Caza Madelon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.136241,55.471295,"10, rue des Glycines",97413#Cilaos,,,Soubik,ADT Réunion,2019-10-10,Caza Madelon#,,,https://data.datatourisme.fr/54/6f541667-7294-3fc8-ac59-b1f3a67036b7
Lataniers (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.241,55.335,"15, ruelle des Lataniers",97425#Les Avirons,,,Soubik,ADT Réunion,2022-03-03,Lataniers (Les)#http://www.creole.org/villas/leslataniers,,,https://data.datatourisme.fr/54/6fa85650-9998-38c2-acc4-0cb8ab8bc91e
Aquarelliste,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.132339,55.471773,"1 bis, rue des Thermes",97413#Cilaos,,,Soubik,ADT Réunion,2019-10-10,Aquarelliste#,,,https://data.datatourisme.fr/54/6fad9819-1e55-3fdf-8537-9ed9efd51ae7
Chez Poudroux Anne-Marie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.138727,55.469815,"10, rue Saint-Louis",97413#Cilaos,,,Soubik,ADT Réunion,2023-06-02,Chez Poudroux Anne-Marie#,,,https://data.datatourisme.fr/54/711731be-ab02-3e34-a794-c368426aff57
Fleur des Sources (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.131282,55.473422,"3, rue des Sources",97413#Cilaos,,,Soubik,ADT Réunion,2022-07-19,Fleur des Sources (La)#,,,https://data.datatourisme.fr/54/718bcda6-a088-32c2-8154-0f431ba65a63
Brin de Route,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.271374,55.440733,4 rue du Ouaki,97421#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Brin de Route#http://www.brinderoute.com/,,,https://data.datatourisme.fr/54/301ff9d7-728c-34bf-9abd-2e868465885d
V.I.B,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.032153,55.229227,9 impasse du Grand Hôtel - appt 93 - Résidence les Coquillages,97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,V.I.B#http://vib-reunion.com/,,,https://data.datatourisme.fr/54/303937f5-9305-341f-94d3-ad96673b7e85
Voyageur Express,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.223611,55.304305,52 bis chemin Bois de Nèfles,97424#Saint-Leu,,,Soubik,ADT Réunion,2020-10-02,Voyageur Express#https://www.voyageurexpress.fr/,,,https://data.datatourisme.fr/54/306cbc6e-7a9d-3697-a7ca-3ff21974356c
Dream Off La Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalProductsShop|http://schema.org/LocalBusiness,-21.034408,55.281433,"138, chemin de la Giroday - Fleurimont",97435#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Dream Off La Réunion#http://www.dream-off.com/,,,https://data.datatourisme.fr/54/31d9b56e-d27c-33ce-9fbd-115333b37c3b
Moutoussamy et Fils,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-20.900999,55.533324,"77, rue André Lardy",97438#Sainte-Marie,,,Soubik,ADT Réunion,2020-06-10,Moutoussamy et Fils#http://www.moutoussamyetfils.com/,,,https://data.datatourisme.fr/54/3222e1c7-dded-3240-83c5-9b85cb7fddc0
Bourbon Tourisme,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalProductsShop|http://schema.org/LocalBusiness,-20.875867,55.448513,"14, rue Rontaunay",97400#Saint-Denis,,,Soubik,ADT Réunion,2021-07-13,Bourbon Tourisme#http://www.bourbontourisme.com/,,,https://data.datatourisme.fr/54/3378214e-1f48-3c2d-8f1c-48e8c1d4a02a
Boutique du Goyavier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalProductsShop|http://schema.org/LocalBusiness,-21.133949,55.611554,"4, chemin Maximin Parny",97431#La Plaine-des-Palmistes,,,Soubik,ADT Réunion,2022-11-07,Boutique du Goyavier#,,,https://data.datatourisme.fr/54/382783ca-13ef-3a9b-974b-35c741cd0b16
Vente Moto Center,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.884616,55.46717,"1 bis, rue Léopold Rambaud",97490#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Vente Moto Center#http://www.ventemotocenter.com/,,,https://data.datatourisme.fr/54/3d78ddb8-2c36-3c58-9607-cd31a4d4dc52
Corsair - Agence de Saint-Pierre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.342882,55.475715,"1, rue Désiré Barquisseau",97410#Saint-Pierre,,,Soubik,ADT Réunion,2022-08-30,Corsair - Agence de Saint-Pierre#https://www.flycorsair.com/fr,,,https://data.datatourisme.fr/54/45f91b90-895a-3c36-ba1b-7322afddd81b
Mille Tours,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalProductsShop|http://schema.org/LocalBusiness,-21.010646,55.270412,"9 bis, rue Sarda Garriga",97460#Saint-Paul,,,Soubik,ADT Réunion,2021-07-13,Mille Tours#http://www.milletoursreceptifreunion.com/,,,https://data.datatourisme.fr/54/4a10dac1-6869-33b1-8a05-9bf828153abb
Air France - Agence de Saint-Denis,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-20.874772,55.447346,"7, avenue de la Victoire - BP 845",97400#Saint-Denis,,,Soubik,ADT Réunion,2023-10-13,Air France - Agence de Saint-Denis#http://www.airfrance.re/,,,https://data.datatourisme.fr/54/54d1af78-1484-32b7-ad78-c249e9ea907a
Tours Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.24576,55.339194,"7, chemin Barouty",97425#Les Avirons,,,Soubik,ADT Réunion,2019-10-10,Tours Réunion#http://www.toursreunion.com/,,,https://data.datatourisme.fr/54/552ceacb-dc58-39dd-b6e5-87e2836e235c
Leutransporteur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-21.161955,55.287568,"42, rue du Général Lambert - Rés. Araucarias - appt 10",97436#Saint-Leu,,,Soubik,ADT Réunion,2022-11-22,Leutransporteur#https://www.leutransporteur.com/,,,https://data.datatourisme.fr/54/58b20867-a8da-3c12-8566-e0e03282b7ee
Transports Souprayenmestry,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-20.942934,55.329479,"N°2, chemin Souprayen - Ravine à Marquet",97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Transports Souprayenmestry#,,,https://data.datatourisme.fr/54/5d4ccb4f-3089-3d2a-bedf-756d1a1283f2
JPG Entreprise,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-21.287405,55.467432,"86, chemin Bœuf",97432#Saint-Pierre,,,Soubik,ADT Réunion,2022-03-03,JPG Entreprise#http://jpg-entreprise.e-monsite.com/,,,https://data.datatourisme.fr/54/5de958cc-34c9-300c-bcbc-79de19f91364
Zot VTC,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-20.941544,55.528992,"50, rue Arthur Rimbaud",97438#Sainte-Marie,,,Soubik,ADT Réunion,2019-10-10,Zot VTC#https://zot-vtc.re/,,,https://data.datatourisme.fr/54/5e04ac07-66da-32a8-b84f-a20bd192d96e
Transport Hoareau,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transporter,-21.03521,55.523083,"46, rue Voile de la Mariée  - Mare à Citrons",97433#Salazie,,,Soubik,ADT Réunion,2021-04-16,Transport Hoareau#http://www.taxihoareau.re/,,,https://data.datatourisme.fr/54/5e70ea73-83fe-3b08-89f2-e06f3dea4d18
